OpenCC繁體,香港繁體,臺灣正體,大陸簡體,日本簡體,異體字
證,證,證,证,証,証证
尻,尻,尻,尻,尻,䯌
汾,汾,汾,汾,汾,
亨,亨,亨,亨,亨,
幌,幌,幌,幌,幌,
卵,卵,卵,卵,卵,
舌,舌,舌,舌,舌,
濂,濂,濂,濂,濂,
施,施,施,施,施,
霑,霑,霑,霑,霑,
職,職,職,职,職,职軄
熾,熾,熾,炽,熾,炽
髦,髦,髦,髦,髦,氂牦犛
頌,頌,頌,颂,頌,颂
伴,伴,伴,伴,伴,
啾,啾,啾,啾,啾,
鐵,鐵,鐵,铁,鉄,鉄銕鐡铁
宏,宏,宏,宏,宏,
自,自,自,自,自,
響,響,響,响,響,响響
述,述,述,述,述,
翱,翱,翱,翱,翱,翶翺
勿,勿,勿,勿,勿,
沖,沖,沖,冲,沖,冲
槁,槁,槁,槁,槁,槀
呼,呼,呼,呼,呼,嘑虖謼
靑,靑,靑,靑,靑,青
五,五,五,五,五,㐅
講,講,講,讲,講,讲
澹,澹,澹,澹,澹,淡
護,護,護,护,護,护
誑,誑,誑,诳,誑,诳
乎,乎,乎,乎,乎,
湊,湊,湊,凑,湊,凑
荀,荀,荀,荀,荀,
挪,挪,挪,挪,挪,
扇,扇,扇,扇,扇,搧煽
燴,燴,燴,烩,燴,烩
產,產,產,产,産,产産
簸,簸,簸,簸,簸,
移,移,移,移,移,迻
菓,菓,菓,菓,菓,果
閣,閣,閣,阁,閣,阁
仿,仿,仿,仿,仿,倣彷髣
斯,斯,斯,斯,斯,
裳,裳,裳,裳,裳,
俾,俾,俾,俾,俾,
周,周,周,周,周,賙週
朔,朔,朔,朔,朔,
殘,殘,殘,残,残,残
遑,遑,遑,遑,遑,徨
攬,攬,攬,揽,攬,㩜揽擥
垂,垂,垂,垂,垂,埀
兇,兇,凶,凶,兇,凶
嫺,嫻,嫻,娴,嫺,娴嫻
叭,叭,叭,叭,叭,
龍,龍,龍,龙,竜,尨竜龒龙
妍,妍,妍,妍,妍,姸
跳,跳,跳,跳,跳,趒
搏,搏,搏,搏,搏,
摸,摸,摸,摸,摸,
耐,耐,耐,耐,耐,耏
庫,庫,庫,库,庫,库
美,美,美,美,美,羙
驪,驪,驪,骊,驪,骊
糾,糾,糾,纠,糾,糺纠
坏,坏,坏,坏,坏,坯壞
拽,拽,拽,拽,拽,
懂,懂,懂,懂,懂,
緊,緊,緊,紧,緊,紧
例,例,例,例,例,
躬,躬,躬,躬,躬,躳
舎,舎,舎,舎,舎,舍
歌,歌,歌,歌,歌,謌
敬,敬,敬,敬,敬,
勁,勁,勁,劲,勁,劲
輟,輟,輟,辍,輟,辍
魚,魚,魚,鱼,魚,鱼
梘,梘,梘,枧,梘,枧
磅,磅,磅,磅,磅,
昇,昇,昇,升,昇,升
廢,廢,廢,废,廃,废廃
梆,梆,梆,梆,梆,
賙,賙,賙,赒,賙,周赒
初,初,初,初,初,
寇,寇,寇,寇,寇,冦宼
貝,貝,貝,贝,貝,贝
舊,舊,舊,旧,旧,旧
宥,宥,宥,宥,宥,
堵,堵,堵,堵,堵,
永,永,永,永,永,
萋,萋,萋,萋,萋,
繳,繳,繳,缴,繳,缴
譽,譽,譽,誉,誉,誉
灼,灼,灼,灼,灼,
孵,孵,孵,孵,孵,孚
奶,奶,奶,奶,奶,妳嬭
策,策,策,策,策,筞
蔗,蔗,蔗,蔗,蔗,
濯,濯,濯,濯,濯,
悸,悸,悸,悸,悸,
啁,啁,啁,啁,啁,
車,車,車,車,車,
議,議,議,议,議,议
操,操,操,操,操,
申,申,申,申,申,
聶,聶,聶,聂,聶,聂
針,針,針,针,針,箴鍼针
駱,駱,駱,骆,駱,骆
頒,頒,頒,颁,頒,朌颁
倚,倚,倚,倚,倚,
慕,慕,慕,慕,慕,
灣,灣,灣,湾,湾,湾
偵,偵,偵,侦,偵,侦
嫋,裊,嫋,袅,嫋,嬝袅裊
椿,椿,椿,椿,椿,
蚊,蚊,蚊,蚊,蚊,蚉螡蟁
聱,聱,聱,聱,聱,
號,號,號,号,号,号
炙,炙,炙,炙,炙,
貍,貍,貍,貍,貍,狸
拖,拖,拖,拖,拖,拕
澤,澤,澤,泽,沢,沢泽
伯,伯,伯,伯,伯,
悴,悴,悴,悴,悴,忰
絨,絨,絨,绒,絨,绒
領,領,領,领,領,领
散,散,散,散,散,
脊,脊,脊,脊,脊,
鷄,鷄,鷄,鸡,鷄,雞鳮鶏
砷,砷,砷,砷,砷,
咋,咋,咋,咋,咋,
潭,潭,潭,潭,潭,
窖,窖,窖,窖,窖,窌
誣,誣,誣,诬,誣,诬
菩,菩,菩,菩,菩,
撻,撻,撻,挞,撻,挞
閒,閒,閒,闲𫔮,閒,閑間闲𫔮
畚,畚,畚,畚,畚,
傖,傖,傖,伧,傖,伧
遣,遣,遣,遣,遣,
矩,矩,矩,矩,矩,榘
停,停,停,停,停,仃
餾,餾,餾,馏,餾,馏
慶,慶,慶,庆,慶,庆
智,智,智,智,智,
母,母,母,母,母,
生,生,生,生,生,
巴,巴,巴,巴,巴,笆芭
鞋,鞋,鞋,鞋,鞋,鞵𩋘
嚎,嚎,嚎,嚎,嚎,嗥噑
那,那,那,那,那,
愜,愜,愜,惬,愜,惬
氧,氧,氧,氧,氧,
泰,泰,泰,泰,泰,
輜,輜,輜,辎,輜,輺辎
蛙,蛙,蛙,蛙,蛙,鼃
腫,腫,腫,肿,腫,尰肿
適,適,適,适,適,适
栃,栃,栃,栃,栃,
光,光,光,光,光,灮
曙,曙,曙,曙,曙,
察,察,察,察,察,詧
禹,禹,禹,禹,禹,
宅,宅,宅,宅,宅,
麼,麼,麼,么麽,麼,么庅麽
唾,唾,唾,唾,唾,涶
汪,汪,汪,汪,汪,
啊,啊,啊,啊,啊,
劃,劃,劃,㓰划,劃,㓰划
縲,縲,縲,缧,縲,纝缧
不,不,不,不,不,
媼,媪,媼,媪,媼,媪
詮,詮,詮,诠,詮,诠
向,向,向,向,向,嚮曏
縈,縈,縈,萦,縈,萦
嶽,嶽,嶽,岳,岳,岳
右,右,右,右,右,
件,件,件,件,件,
阻,阻,阻,阻,阻,
奪,奪,奪,夺,奪,夺
癩,癩,癩,癞,癩,癞
犛,犛,犛,牦,犛,氂牦髦
擇,擇,擇,择,択,択择
郎,郎,郎,郎,郎,郞
肫,肫,肫,肫,肫,
倣,倣,倣,倣,倣,仿
帖,帖,帖,帖,帖,
餌,餌,餌,饵,餌,饵
憑,憑,憑,凭,憑,凭凴𠗦
末,末,末,末,末,
辦,辦,辦,办,辦,办
妻,妻,妻,妻,妻,
盛,盛,盛,盛,盛,
鷂,鷂,鷂,鹞,鷂,鹞
渴,渴,渴,渴,渇,渇
車,車,車,车,車,车
証,証,証,证,証,證证
糙,糙,糙,糙,糙,㿷
慎,慎,慎,慎,慎,愼
玖,玖,玖,玖,玖,九
憔,憔,憔,憔,憔,顦
鏖,鏖,鏖,鏖,鏖,
賣,賣,賣,卖,売,卖売𧶠
執,執,執,执,執,执
炬,炬,炬,炬,炬,
粳,粳,粳,粳,粳,秔稉
煲,煲,煲,煲,煲,
離,離,離,离,離,离
錘,錘,錘,锤,錘,鎚锤
遡,遡,遡,溯,遡,泝溯
穴,穴,穴,穴,穴,
帷,帷,帷,帷,帷,
焙,焙,焙,焙,焙,
版,版,版,版,版,板
糞,糞,糞,粪,糞,粪
螃,螃,螃,螃,螃,
囈,囈,囈,呓,囈,呓
尊,尊,尊,尊,尊,
侖,侖,侖,仑,侖,仑崙
掂,掂,掂,掂,掂,敁
碁,碁,碁,碁,碁,棊棋
榛,榛,榛,榛,榛,亲
芯,芯,芯,芯,芯,
弛,弛,弛,弛,弛,
哂,哂,哂,哂,哂,吲
品,品,品,品,品,
嘶,嘶,嘶,嘶,嘶,
璦,璦,璦,瑷,璦,瑷
璜,璜,璜,璜,璜,
釐,釐,釐,厘,釐,厘
飪,飪,飪,饪,飪,䏕䭃餁饪
綿,綿,綿,绵,綿,緜绵
郞,郞,郞,郞,郞,郎
孫,孫,孫,孙,孫,孙
偏,偏,偏,偏,偏,
芍,芍,芍,芍,芍,
孤,孤,孤,孤,孤,
樞,樞,樞,枢,枢,枢
革,革,革,革,革,
懼,懼,懼,惧,懼,惧
氾,氾,氾,泛,氾,泛
破,破,破,破,破,
煌,煌,煌,煌,煌,
萸,萸,萸,萸,萸,
土,土,土,土,土,
旌,旌,旌,旌,旌,
躺,躺,躺,躺,躺,
俺,俺,俺,俺,俺,
貧,貧,貧,贫,貧,贫
銘,銘,銘,铭,銘,铭
個,個,個,个,個,个箇
菌,菌,菌,菌,菌,
娑,娑,娑,娑,娑,
粕,粕,粕,粕,粕,
譎,譎,譎,谲,譎,憰谲
楹,楹,楹,楹,楹,
鍊,鍊,鍊,炼链𫔀,錬,炼錬链𫔀
鉑,鉑,鉑,铂,鉑,铂
業,業,業,业,業,业
斑,斑,斑,斑,斑,
泗,泗,泗,泗,泗,
抨,抨,抨,抨,抨,
罐,罐,罐,罐,缶,礶缶鑵
乖,乖,乖,乖,乖,
霹,霹,霹,霹,霹,
蜂,蜂,蜂,蜂,蜂,蠭
盡,盡,盡,尽,尽,尽
坪,坪,坪,坪,坪,
祟,祟,祟,祟,祟,
麂,麂,麂,麂,麂,
唯,唯,唯,唯,唯,
碼,碼,碼,码,碼,码
蝶,蝶,蝶,蝶,蝶,蜨
某,某,某,某,某,厶
奕,奕,奕,奕,奕,弈
篙,篙,篙,篙,篙,
乒,乒,乒,乒,乒,
病,病,病,病,病,
雹,雹,雹,雹,雹,
鋅,鋅,鋅,锌,鋅,锌
荊,荊,荊,荆,荊,荆
轄,轄,轄,辖,轄,辖鎋
剪,剪,剪,剪,剪,翦
捐,捐,捐,捐,捐,
淒,淒,淒,凄,淒,凄悽
就,就,就,就,就,
振,振,振,振,振,
噩,噩,噩,噩,噩,
剥,剥,剥,剥,剥,剝
蹂,蹂,蹂,蹂,蹂,
卿,卿,卿,卿,卿,
